id	document	label
16299	여자와의 관계는 기기에 저장하는 게 아니고 마음속에 저장하는 것	0
16300	예 오래오래 행복하세여ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
16301	전효성만 있음 됨 .	0
16302	기후가 바뀌면서 이제 절기가 맞지 않습니다	0
16303	7S 엣지랑 7노트랑 크게 차이가 없는데 7노트는 왜 잘터지는지 모르것네	0
16304	가지도 못해.....	0
16305	오바마부인도 다음에 대통령후보 될수도	0
16306	열등 뭐니 적었다가 지운 겁쟁이 어디갔니?	0
16307	군대갈만하겟다	0
16308	힐러리 교도소 갈 채비 하는중	0
16309	예능노잼으로 유명한 그룹아닌가.	0
16310	그래도 백악관에서 굿판은 안 벌이겠지	0
16311	난징학살 시즌투 찍어야한다	0
16312	지석진은 남네....	0
16313	결론은 중국산 쓰지 말자는 거구나.	0
16314	군대갔다오면 M자탈모 나만생기냐	0
16315	법정모독죄 추가요	0
16316	인생 말아먹은 누리꾼이라 하하	0
16317	뭣이중헌디~~~~~~	0
16318	"복지가 꼭 나쁜건 아닌데,가난하게 됐으면 줄여야 하지..."	0
16319	포장지를 먹지 마세요	0
16320	다예상했던거아닌가?	0
16321	난 노트7이지만 흠 잘쓰고있음. .	0
16322	바아보오인갑다...	0
16323	나는 지금도 초딩에겐 2천원 중고딩에겐 만원주는데 돈받고 기쁜표정을 안보이면 바로 뺏어서 불우이웃돕기에 보낸다.	0
16324	독재국가이고 소수민족 탄압하는 쭝꿔가 할 소리는 아닌듯	0
16325	우리도 다음 문체부 장관을 연아로 뽑으면 미녀 장관 생긴다.	0
16326	lg전자가 언제 알카텔과 같은 구역에 있게됐지?	0
16327	미국도 지 먹고살기 바빠진듯 ㅋㅋㅋ	0
16328	중국만 그럴거라고 생각하지말아요	0
16329	당장 올해도모르면서 확인안된다고 막질르는구나 ㅋㅋ	0
16330	사진만 보고 한화 유니폼인줄 알았다	0
16331	아무리 러시아라도 오스만제국 터키를 쉽게 건들 수 없지 투르쿠 전사들의 유럽정복 역사를 안다면	0
16332	돌아올 거라 믿고 있었음 잘못한 게 없으니까	0
16333	솔직히 설사가 친박이라면 오줌정도가 비박이다	0
16334	작두를대령하렸다!!	0
16335	박사모 반사모 만세	0
16336	짱깨박멸에 찬성은하나 중국에 있는 모든공장이 폐쇄되면 물가가 엄청오를텐데	0
16337	이드라마는욕댜급김고은몇년뒤대표님이공유가환생한거일수도있다는예상을하지만	0
16338	파란덕후가 좋아합니다	0
16339	신정락은 선발보단 불펜이 더어울리는 투수	0
16340	공공 근로...	0
16341	개누리당에서 가장 소신있고 민심을 따른 사람은 김용태 딱 한명 뿐이다...	0
16342	소니의 마지막 종착지가 어딜지는 잘모르겠지만 하나 확실한건 다음 기회에 메달 따서 군면제 받고 지금 실력 반만 꾸준히 보여준다면 아버지세대도 알만한 빅클럽 갈 확률 높다	0
16343	버스비랑 퍼거슨 늙은모습 비슷하네	0
16344	최훈에게: 좋아요?	0
16345	"스코트랜드, 북아일랜드, 웨일즈 와 카탈루냐 등등은 모르겠는데 티벳은 반드시 통일 국가를 이룩해야 한다."	0
16346	북방 요동부터 제주도까지 신석기 또는 백악기 공룡화석까지 유전자 드립은 요동 한반도 시초로 퍼져 나갔다는게 설명이 된다	0
16347	그 사건 이후로 예정된 결말같다	0
16348	대박. . . 헛점을 찌르는 신의한수 ㅋ 특검 핫팅	0
16349	그돈으로 쪽발 사묵겠지 ㅋ	0
16350	그래도 손흥민보다는 축구 못하더라.	0
16351	트럼프가 당선될듯.	0
16352	그많은 닭 흙에 묻으면 그땅은 괜찮은건가요???	0
16353	"중국신용불량자 ""어차피 돈없어서 못탐"""	0
16354	새누리당 6300원도 많은 임금 이라면서	0
16355	한화 목숨걸고싸운대ㅠㅠㅠㅠ	0
16356	바보들만 중국과 친해지는걸 나쁘다고생각해~	0
16357	소비를 해야 돈이 돌지	0
16358	바쁜. . 벌꿀은. . 애국심을. . 느낄새도 없습니다	0
16359	남배우들 서로 하고 싶어하겠다..	0
16360	뭐 그래도보는사람이있으니까 살아남는거겠지	0
16361	달나라에 집은 어디간겨?	0
16362	이거 너무..ㅋㅋㅋㅋㅋㅋ 진짜 멍청이가 아니고서야 누가 이걸 믿냐..;;	0
16363	yg는 방송안나오니 빅뱅 말곤....	0
16364	목숨 내놓고 사는놈 있긴하나보네 ㅋㅋㅋ	0
16365	우리도 이런 지도자가 나와야....	0
16366	이슬람은 치료법이없는 전염병같다	0
16367	단속도 중요하지만 장기적으로 도로구조를 개선해야함	0
16368	이러니 탕탕맨이 필요하다는 거다.	0
16369	두테르테야 뭐쫌 해봐;;;	0
16370	올해 태풍이 생기긴 생겼구나	0
16371	저기 몰라서 그런데 히트맵이뭔가요??	0
16372	댓글창이 더러울땐 스크롤을 올려 성비를 보라..	0
16373	김진영 을 선발로 쓰세요	0
16374	안내방송은 무시하고 알아서 하자	0
16375	패소해서 보상해주면 삼성이미지망 좋아지고 저사람들이 패소해도 이미 보상제도 이뤄지고있는 상태라 저인간들만 욕쳐묵	0
16376	기사대로라면 국산 달걀도 문제아님?	0
16377	영상 최근에 봤는데 체중관리하고 세련돼졌을뿐 외모는 똑같던데 캡쳐들 좀 악의적으로보임	0
16378	성괴라고 비하하고 욕해도 막상 내앞에 수술해도 성형 티 안나고 예쁜 여자 있으면 다 좋아한다......	0
16379	이게 무슨 의미가 있니..	0
16380	악개고 자시고 블락비팬은아닌데 그냥 지코 박경 나오는게 지코한테도 득일듯	0
16381	얼마를 원하는건데?	0
16382	새누리가 만든거죠...?	0
16383	"주모 ""태업할 시간도 없네"""	0
16384	아버님 차량이 2011년식 뉴 SM3 인데 아무곳에도 해당없네.	0
16385	부탁해요 헌재^^~~	0
16386	감옥이 아방궁이지요	0
16387	공뭔 복지카드 나두 줘	0
16388	울타리 없으면 위험하지 ;;	0
16389	사장을 대한문에 목 매달자	0
16390	폭염이 좋은점도 있네...	0
16391	홈에서 3대2면 진거지	0
16392	요리하는 사람은 원래 저런거냐?	0
16393	왜 저러는 거래요? ㅋ	0
16394	SM도 은근 망하는 그룹 쫌 되는듯...	0
16395	그랴 그냥 유럽쪽으로 가라	0
16396	광풍의 나라에서 또 광풍이 부는구나	0
16397	각자가 일터에서 맏은바 본연의 일에 충실할때지	0
16398	이명박.노무현.김대중 누가 돈 많이 유출시켰을까?	0
16399	성큰옹 갓대호 사랑 시작되겠네.. ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	0
16400	이미 한물 갔지 않나 ?	0
16401	금은 화강암지대인 태백산맥줄기에 많은데 해남이라	0
16402	트랜스포머 되는 폰은 언제 만들거냐?	0
16403	청담고 이대 섞을대로 섞은 학교	0
16404	근데 인도 중국이 소멸하면 인구는 몇으로 줄어들죠? 중국이 13억플러스 알파니까...흠	0
16405	국회에 앞서 우리 국민부터 각성해야 할 시기입니다	0
16406	대통령 보다 낫네.	0
16407	고등어가 아니라 산줄알어~	0
16408	에이핑크가 걸그룹 유망주였던게 엊그제같은데.........	0
16409	흰달걀을 낳은닭이면역력이 안좋아 병에약해서 현재의 누란달걀을 낳는 닭으로 품종을 바꿔다고 알고 있느데	0
16410	잠좀 자라	0
16411	그냥 우리나라에 지어ㅋ	0
16412	남자가 보기에 잘생긴 얼굴은 공유보다 이동욱	0
16413	언론의 역할과 국민의 관심이 이렇게 중요합니다	0
16414	같은 팀 투수 톰 쾰러도 함께 보트에 타고 사망했다는 찌라시도 돌고있음	0
16415	철구 유행어가 언론을 타네	0
16416	예쁜애로 할거면 무조건 찬성 아니면 꺼지고	0
16417	마약쟁이 범죄자 검은머리외국인	0
16418	친한지인 기사뜰듯~	0
16419	인민재판이라도 하려는가? 북한처럼	0
16420	우리나라에 전라디언들이 많긴 많네	0
16421	그날 케이블에서 시크릿가든 재방송중이었나보네.ㅋㅋㅋ	0
16422	0.0024% 불량률? 그건 불량률이 아니라 폭발 보고된 건수일 뿐이지	0
16423	소득이 적다.	0
16424	둘 다 서로 호감 있는거 같던데.. 쇼윈도 쇼윈도 하지만 서로 호감이 있는건 맞는듯	0
16425	애플 소프트웨어에 삼성 하드웨어갖고오면 폰바꿀게	0
16426	사이비종교에빠지면 답이 없음	0
16427	프로그램을 쥐락펴락할수있는 유재석이 몰랐을리 없었을꺼 같은데....	0
16428	국민이 없었다면 대한민국은 북한과 다를게 없었을것이다	0
16429	달걀은 항상 희생당하는구나 크으으으	0
16430	재밋는데 어제는 안봣어 쉰들러리스트봣거든	0
16431	아 맞았냐? 오늘 알았네	0
16432	100억이면 투자금 거의 회수 했구만 뭐	0
16433	개편하고 그러는거보니 슬슬 프르그램의 마지막이 다가오는듯	0
16434	군인은 명령에죽고 명령에산다	0
16435	기아야수는 김주찬..안치홍이말고는 삼성에와바야 2군에나 쳐박어둬야하는데 투수나 잘눈여겨보는게맞다..	0
16436	혼자삽니다....	0
16437	이래서 삼성폰은 짝수 아이폰은 s 붙은 모델을 사는게 기기가 안정적인듯	0
16438	Sns는 전범기 올리라고 있는 곳이 아니라 이렇게 의견을 표시해야할 때 표하라고 있는 곳입니다	0
16439	그냥 화장지우면 다 똑같음 ㅋㅋㅋㅋ	0
16440	잘못은 처벌받고 앞으로 잘하시길	0
16441	그리고 대기업들에게. 끝까지 서로 유리한쪽으로 말하라는 메시지가 담겨있두만 언론이 대신전달해주고있네	0
16442	더비는먼가 다이나믹하네요	0
16443	과연 저 항공기가 미세먼지 원인만 보다가는걸까	0
16444	얼굴이 선한게 복받을 관상이구나~	0
16445	그럼...고졸 아니라고 하고 중학교도 조사..하자.	0
16446	책도 상품인데 어느 만화책처럼 비닐포장히자.	0
16447	인성교육은 필요조건임.	0
16448	아직 뇌물죄 언급 안했는데~~~	0
16449	"제가 남자로서 멋있다고 생각하는 사람 정우성, 차승원, 김보성"	0
16450	암만 비서가 교체했다해도 본인 쓰던 PC인데..이유를 모른다는 건...말이 안되잖아..말이..	0
16451	제이티비씨는 최순실 테블릿 해명 안하나요???	0
16452	성지 순례왔습니다.	0
16453	갤노트 망한 기사 위아래 사이에 아이폰 인기퍽발 기사가	0
16454	저사진 오바로드 같은데	0
16455	제발 영화로 나와주세요 마법사의돌~불의잔 감독이랑 조앤롤링대본 그대로ㅠ	0
16456	소대장님이 명언을 남기셨네요^^	0
16457	냉철하고 자비없는 삼성의 역공을 기대합니다~	0
16458	"차기대권은 박원순+안희정 공동경선출마, 분할직권. 주어진 권한에대한 분할책임, 이것이 ' 공유' 이고 답입니다."	0
16459	배터리 사용시간만 늘어나도 V20은 이미 반은 성공한 것이다.	0
16460	사형제도는 이럴때 쓰는거 아니냐??	0
16461	강호동 투입과정에서 뭔가일이있는듯	0
16462	김민희는 배우생활 끝낫지뭐	0
16463	안가저가면 버려.	0
16464	신사임당 율곡이이 엄마로 유명한거 아님?	0
16465	야구장갈 계획 없다.	0
16466	돈받는순간 그 분들 어찌 되는거에요?	0
16467	ㅋㅋㅋㅋㅋㅋ 지 욕먹기 싫고 앞길 막힐까 걱정되서 저러는거 딱 보이긴 하는데 결과적으로 좋은 결과 나오니까 괜찮다.	0
16468	서비스는 어디까지 되나요	0
16469	"첫방 ocn드라마 첫회 최고 시청률 보여주듯이 몰입도 최고였고, 기자의 어그로 제목 때문에 폄하글 많은데 시그널과 다른 소재의 재미로 스릴러 좋아하는 시청자라면 반기는 작품임에 틀림없다"	0
16470	이지은은 살부터 빼고 들어와야할듯	0
16471	늙으면 겸양과 지덕을 갖춰야지 어찌 탐욕에 쩌들어 명을 재촉하는지 다 부질없는것을...	0
16472	전에 있던거를 부활시킨건데ㅋㅋㅋㅋㅌ	0
16473	매일 두시간씩 머리하는 시간 .	0
16474	지은지 몇년되지도 않았는데	0
16475	우송대 의문의 1승	0
16476	그다음은 바이오칩이냐?	0
16477	난셋째돌잔치도갔다왔지.......	0
16478	그래. 목사님 잘 계시고?	0
16479	작년6위해는테 가능성보인다고 설레발치던 보살팬들	0
16480	두선수다 계약안한다는 소리로 들린다	0
16481	지구의 여드름이 아닌게 우리가 여드름 터뜨리면 얼굴 주위로 뭔가로 뒤덮혀지진 않잔항	0
16482	볼거 뭐있다고 몰카를 찍고 그러냐....	0
16483	이준도 원래 인기 좀 있는 아이돌이긴 했지만 거기 나가고 난 뒤에 아이돌 팬 외의 사람들한테도 엄청난 임팩트로 각인됐던 기억이 있다.	0
16484	이 기술도 미국이 원조라던데 그 기술료로 얼마나 벌까요?	0
16485	다른 조사할것도많을텐데...	0
16486	이휘재는 뭐했다고 대상 후보였던거임?	0
16487	이제 사람 죽일때 바퀴 안빼도 되겠네용~	0
16488	그럼그럼 암데서나 그러믄 안니됨 ~	0
16489	앞유리 황사 쌓인거 어떻게 털어내요 ????	0
16490	나야 그림 관련 직종이라 그림 그리는 용도로 쓰지만 일반인은 뭐에 쓸까...	0
16491	김상수 정인욱 보내라	0
16492	"난 마티즈를 타지도,라면을 먹지도, 아파트에 혼지 있지도 읺을 것이다"	0
16493	대상을 확대하지 않는다면 납득을 못 할 정책이다.	0
16494	여기엔 검찰도 공범이지	0
16495	친일파 국민보단 자신을 위해일하는 자들 친박파 국민보단 자신을 위해 무슨짓이든 하는자들 뭔가 같은데요	0
16496	김치녀 춘장녀 스시녀 이 중 정답은?	0
16497	요즘 날씨에서 미세먼지 얘기는 안한기로 약속했나요??	0
16498	나중에 이 세대 아이들은 대학가기 수월하겠어...	0
16499	엣지는 괜찮게 나온고 같은ㄷ	0
16500	불교도 나서는데 개신교 원로들은 대통령을 위한 기도중	0
16501	고마해라 마이 했다아이가	0
16502	아무것도못하는 우물안개구리 개구리밖으로나오면 일본 중국이 요리하고 미국은멀치감치바라보고있겠지요	0
16503	아프리카부족장으로 귀환한다고 함	0
16504	그동안 처벌을 안하니까 위증을 밥먹듯하지..	0
16505	나 어릴적 포켓몬 향수를 이딴걸로 망치고있다	0
16506	알파고 너무 사랑하시네...	0
16507	지나치다고 생각해	0
16508	ㅋㅋㅋㅋ 해외인데 이게임 열풍 딱 1달 ㅋㅋㅋ 이후로 하는 사람 못봄	0
16509	허리수는 어딜가지?	0
16510	바퀴벌레가 지능만 있었다면 인간 이겼을듯	0
16511	우리 철수형도 한번더 수고부탁드립니다..	0
16512	오늘만 출근하면 내일부터 백수네..	0
16513	능력도 안되면서 균형외교를 외치면 유럽의 스위스가 아니라 동남아의 라오스꼴이 날것이다.	0
16514	새해...1월1일은...이휘재가..장식하네..	0
16515	아이폰 보다야 노트7s지.	0
16516	순시리를위해 국내도입이 시급	0
16517	ㅋㅋㅋㅋㅋㅋㅋ옆집 이웃이 더 가깝겠다	0
16518	기상청은 빨리 해 띄우세요~!!!!!!	0
16519	용산 또는 왕십리 좋다.	0
16520	이 사실을 이만희가 알았다면 위증교사 공모죄에 해당되고... 몰랐다면 청문회에 참여하는국회의원이 그 정도 기본적인 사실확인도 안해 봤다는건데... 박근혜와 마찬가지 수준의 국회의원이네...	0
16521	순실이 건평이 홍걸이 현철이 모두 비선실세 권력남용이다........공평하게 대우해야 인권살고 민주주의 해먹는다	0
16522	왜 힘들고 어려우시다면서 계속 자리에 연연하면서 붙어 있는지 진심 궁굼하네.....	0
16523	나는 니들이 저 문구를 창의적이라고 생각하는것 자체가 웃길뿐이다 ㅋㅋㅋㅋㅋ	0
16524	짬짬이 만나서 대실해라~^^	0
16525	러시아의 미국 및 유럽 선거 개입 해킹이 아주 근거 없는 소문은 아닌듯..	0
16526	문체부도 따봉충이였냐	0
16527	혹사 아니라더만 권혁에 이어 송창식도 부상이군.......	0
16528	너 있잖앙~~~~~	0
16529	LG 스마트폰을 보면 인터넷 대통령 문국현이 생각난다.	0
16530	할배들 척추는 서요?	0
16531	결국 서양사람들은 서양사람이 맞다고 본거다...	0
16532	진정한 범죄와의 전쟁이군.	0
16533	'국화와 칼'은 진리다.	0
16534	언제 통계냈냐	0
16535	유시민 대위... 썰전에서 만날수 있나??	0
16536	실질적으로는 여자친구인듯 금1은1동1	0
16537	으깨지는게 아니라 정신이 못견딤.육체를지배하는 정신이	0
16538	애국보수와 찌질이의 만남 흥행보장 양쪽둘다	0
16539	펌웨이로 끝......	0
16540	얼마를 해먹었는지 그걸 밝혀낼수는 있나?	0
16541	박그네가이글을싫어합니다.	0
16542	박정희시대 김기춘 같았으면 순시리 가만 놔뒀겠나..민주주의에 감사해라~	0
16543	'혼란스러울 땐 정도를 가라' 는 말이 있다.	0
16544	저 할머니가 뭐했는데 누구임	0
16545	지금 가장억울하고 열받는 사람이군...	0
16546	이것저것 다떠나서 얘기한번해봅시다.	0
16547	국회 청소정규직으로 채용요망	0
16548	"4월7일 예약판매되면 바로 블루 5,8인치 예약해서 21일 공식판매전 일주일전에 받아서 노트5 20개월다되가는거에서 바로 교체 해야겠네요"	0
16549	알바하러 가야겠다~!!	0
16550	김국진성격에이정도오픈하는걸보니결혼할생각인듯	0
16551	저런 딮러닝 인공지능을 해킹전선에 투입하면 어떻게되는거지..?	0
16552	착한거 잘알아요. 착한거 아는데 이런기사 본인한테 무지 부담될듯	0
16553	머리손질은 20분인데 미용사 부른 시간부터 따지면 한시간도 넘을것 같은데	0
16554	아무리 댓글로 싸질러봐야 달라지는거 하나없음 ㅋ	0
16555	트럼프가 미국주류 백인남성의 목소리를 대변하는한 월가에서 백날 힐러리밀어도 안될꺼다.	0
16556	옆에서 맞은 사람은 얼마나 열받을까	0
16557	청와대에 먼저 설치해라	0
16558	오엥..소아과에가면 무조건 청진기로 아이부터 체크하는데유??????	0
16559	5만원권 심사임당 만원권 세종대왕 그림을 친일파가 그린그림이라는거 아는사람이 얼마나될까~	0
16560	오늘 매뉴는 덮밥이다 퍄퍄~~	0
16561	이미 알고 있던 시나리오라 안놀랍던데	0
16562	머지.....정말 그랫단말인가	0
16563	이제 탄핵 가결 되었으니 장 지져라	0
16564	"그 사건을 이유로 나오지 말라는 사람들은, 예전의 무도 노홍철을 응원했었을까??"	0
16565	아무것도 아닌 빵 스티커도 그렇게 매출이좋았는데 오죽하겠어 ㅎㅎ	0
16566	정몽주니어 연전연승을 거듭하는구나ㅋㅋㅋ	0
16567	"외국인 감독 2번째가 아닌 거 같은데, 두산도 한 번, 그리고 현역 감독도 일본 사란 한 명 있잖수?"	0
16568	사랑은 머리가 아니고 마음으로 하는거지	0
16569	힘내라 특검 ㅠㅠ	0
16570	스렉코비치로 msn계산 해법을 찾은 문성이형	0
16571	다 법때문이지	0
16572	코끼리트레킹도 하지 말아야 함...	0
16573	나 집회에 있었는데 싸늘까지는 아니었음.	0
16574	두번째 사진은 여인숙에서 한바탕하고 나오는 사진같은데	0
16575	도깨비작가한테 배우고 오세요	0
16576	역대는 아닐건디..	0
16577	블로그나 카페보면 v20 산 사람이 더 많은거같은데	0
16578	아마...스타워즈의....데스스타 일것이다....	0
16579	캐릭터의 힘 무시 못하죠	0
16580	미국 대학생들 과반수가 요가 바지 패션	0
16581	됐고 어차피 바퀴벌레가 이긴다	0
16582	강호동이 왜 욕먹어야하나	0
16583	윌리안 윙백도 괜찮을거 같은데	0
16584	의정부 비 약하게 오고 있음	0
16585	재들이 오려고하겠냐 ㅋㅋ	0
16586	부산에 필요 합니다	0
16587	스위스로 이민가야겠다	0
16588	사스가 땅콩항공	0
16589	아이고 의미없다~~	0
16590	라면 값 안오르는게 다행이다 ㅜㅜ	0
16591	이슬비 개는 안잡아넣냐?	0
16592	2배속댄스 최단시간에 실패해도 그게 어울릴것같은 빅뱅ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
16593	세상에 김숙만한 여자 또 없습니다!	0
16594	독일에 수사협조하면 자진귀국하지 않을 까요? ㅎㅎ	0
16595	트럼프되는 순간 게임끝	0
16596	순식간에 막찍어내더만~	0
16597	내일 아침에는 해가 뜬다는거랑 뭐가다름이제 곧 가을인데	0
16598	"이 나라에서 시행되면 대충,그래도 열심히 일하는 놈,일 안하고 금액에 맞춰 생활하는 놈,유흥,오락으로 탕진하고 어렵게 사는놈등...이렇게 되지 않을까."	0
16599	삼 ~` 성 애플 따라하믄 안돼지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
16600	알다가도 모르겠구나	0
16601	사람들은 죽어서도 자손들에게 대우 받고 싶은 인간의 본성이 제사라는 문화로 나타났다	0
16602	서장훈:도대체 이게 무슨 의미가 있습니까~	0
16603	박병호 보다 강정호가 한수 위다	0
16604	아닙니다. 빨리갑니다ㅋㅋㅋㅋㅋㅋㅋ같이출발한 우리 숙모 저랑1시간차이났습니다ㅋㅋㅋㅋㅋㅋㅋㅋ	0
16605	누나.... 근데 담배랑 좀 어울리긴 해욬ㅋㅋㅋ	0
16606	검찰청을 JTBC로	0
16607	마네 므키타리안 비교 있기전에 이미 클라인 다르미안 비교 있었네 ㅋㅋ	0
16608	수능지문 생각나네 ㅋㅋ	0
16609	음..뭐 시리즈가 폭력성을 띄는건 생각해봐야할 문제지만 솔직히 아이들은 특정 나이가 되면 풀한포기 가지고도 무기마냥 휘두르며 논다..	0
16610	다시 fa가격 내릴려면 선수 본인이 나서서 적은 금액을 선호하지 않는이상 힘든가요?	0
16611	정준영도 나오는데..	0
16612	불쌍하네요 황목치승 풀테니 데려가세요	0
16613	지배.석환.익훈.정우. 또 누가 잇더라?	0
16614	"유재석이 정말 훌륭하지만본인이 원하는 개편, 즉 갑질 개편한거는아니겠죠?"	0
16615	탈출구는 하나...그때쯤이면 자살을 선택할 듯....	0
16616	자전거도 번호판 달아라등록재로	0
16617	이제 장마가 시작임 ㅋ	0
16618	아무리 거친말과 행동을 해도 말을 듣지 않는다	0
16619	이집단은 뭐 불리하면 모르고 기억안난데..??	0
16620	발연기 제대로 볼수있겠군	0
16621	올 가을야구는 엘기 와카전이 가장 뜨거웠고 또 가장 재밌었던듯 ㅋ 시청률도 코시보다 높았다고 하던던	0
16622	단독입수도둑질 아님 제삼자로부터 입수했는지 궁금?	0
16623	이제 류딸은 까지말자 범죄는 안저지르잖아 ㅋㅋㅋㅋㅋㅋㅋㅋ	0
16624	근데 터지진 않잖아 ㅋㅋㅋ	0
16625	푸틴 성님 바다한가운데 보트에 구멍뚫어놓는것도 기발했는데 또 볼수있겠군.	0
16626	Battlefield 4가 현실화 되는건가	0
16627	이제는 보신탕집으로 가겠네 .	0
16628	응 잘사용즁이야	0
16629	공룡계의 서장훈...	0
16630	얼굴에 돈 좀 들어갈 듯 합니다	0
16631	오늘 한판 만원주고 샀어요.	0
16632	무도 레전드편 보다보면 7주 금방간다.....	0
16633	이청용 알깐사람이 네이마르인가?	0
16634	저정도 외모의 남자 옆에있으면 웬만한 여자들은 다 굴욕당함	0
16635	호주인이래도 출신은 그쪽이니 뭐..	0
16636	간절히 원하고 몸소 실천하면 이루어지리다.	0
16637	클린디젤이라고 명명한놈 집에 24시간 경유차 시동걸어두자	0
16638	이것들은 도데체 양심이란것이 있을까?	0
16639	이번에도 틀리면 알아서해요	0
16640	예상하지마세여~~~	0
16641	주 예수를 믿으라 그리하면 너와 네 집이 구원을 얻으리라	0
16642	생쑈를 경험하네요 ㅋㅋㅋ	0
16643	진실을 과연 말하는 걸까 싶긴하지만 대위 동생까지 욕하는 건 아닌것 같습니다	0
16644	헌재는 그냥 이제 판결내려도 되지않겠냐????	0
16645	달을 볼수잇긴하는거냐???	0
16646	맹구는 호구네 ㅋㅋㅋㅋㅋ	0
16647	어찌 갈수록 울 나라보다 따뜻한 사람이 많은거 같네.	0
16648	맨유가 아니라 퍼거슨 이겠지.	0
16649	이다해 진짜 괜찮은데 아깝땅	0
16650	중국 따로 대만 따로 홍콩 따로	0
16651	괜히 평소에 안하던 엉뚱한 소리 하다가 치매왔다고 의심받는다..	0
16652	아~ 그냥 맨날 비왔으면 좋겠다	0
16653	당분간않먹으면대지	0
16654	더도말고 덜도말고 종범신 만큼만~~~	0
16655	넥타이메고가면 얼마줄래?	0
16656	당연히 못따라가는거아냐?	0
16657	박보검과 비슷한 이미지...	0
16658	다음에는 펜택으로 가족모두바꿔야지 ㅇㅇ?	0
16659	힐러리 하면 들러리가 생각남	0
16660	이런 상황에도 법인세 인상이 정답일까?	0
16661	남자들 이런 날 노상방뇨 금지.. 손에 바지에 다 묻는다. 백퍼...	0
16662	여기 해달라	0
16663	일본은 미국에게 중요한파트너같은데 미국에겐 개손해다	0
16664	프랑스를 비롯한 유럽쪽은 갈색계란이 많고 북미쪽은 흰색계란이 많음.	0
16665	로사리오는 내년에 한화에 관심은 있으려나 ㅋㅋ	0
16666	도대체 뭐하고 다닌거야	0
16667	3연패가 더 쉽기는 하죠. ㅎㅎㅎ	0
16668	롯데의 마지막 한국시리즈 진출이 언제죠?	0
16669	광장에서 목을쳐서 죽여야 국민의 분노가 사그러들까?	0
16670	바위는 가만히 있었다	0
16671	눈앞의 이익만 보지말고 좀 멀리들 보셧스면합니다..	0
16672	창작의 고통중임 ?	0
16673	켐트레일 기후조작	0
16674	삼성에서 백넘버 11번 달듯.. 1번은 윤성환이 버티고 있고 22번은 영구결번 조현근 이번에 방출되었으니 11 달듯	0
16675	마지막이 모든걸 말해주네	0
16676	고질적이고 의도적인게확인되면차량압류 및 면허취소가ㅈ답	0
16677	그엄청난일을 기억못하다니닭이 확실하군!!!	0
16678	독일에 그냥 넘기자	0
16679	얼마 안남은 시간 추억쌓기나 하고 있어라..	0
16680	한국사람도 해외여행이 더 싸게 먹혀요	0
16681	엘지의 1선발~~허프~호프~기프(쁘) 내년에도 기대가 크다.	0
16682	동생이 양심이 없네	0
16683	비례대표로 나가고 싶었나봐	0
16684	박병호가 mlb에서 고전하는 이유도 설명되는 좋은 분석입니다	0
16685	류뚱 국내에선 통할까?	0
16686	슈퍼컴퓨터만사주면 다된다고하지 않았나?	0
16687	음주 과속안했고 잘 달리고 있었으면 끼어들어서 사고유발한 흰 차가 제일 잘못한거지	0
16688	박명수는 욕쟁이다ㅋㅋㅋㄱㅋ	0
16689	어벤져스 다음 영웅으로 조심스레 추천해보면서 희생자들의 명복을 빕니다	0
16690	이혁 다른 노래도 더 듣고 싶었는데	0
16691	단통법에 기자 처벌 조항은 없나요?	0
16692	"저기 노란불이 가장 뜨거운듯,,,!!?"	0
16693	나나 굿와이프 끝나면 미니시리즈 주조연정도는 딸듯	0
16694	기타주인은 뭔죄야 ㅜㅜ	0
16695	열심히 복채 내시겠답니다~	0
16696	항상 양질의 글... 예전에 라스베가스도 고려가되었죠	0
16697	s7엣지도 비슷하게 설계한거 아닌가 유튭보면 엣지 배터리폭발한거 많이나오던데	0
16698	스꼴 틀딱들 싱글벙글	0
16699	기)야구는모른다힘내라.	0
16700	우리도 핵무기를 가져야 한다.대다나다...	0
16701	역시 이진욱씨 흠집내기 위한 설계였단 말인가?	0
16702	유승민 닮았네요 ㅇㅇ	0
16703	솔직히 예원처럼 이목구비 뚜렷한 연예인 요즘 별로 없는듯	0
16704	대상은 100퍼 송중기겠지	0
16705	오!한일전 플레이오프 나쁘지않네 ㅋ	0
16706	택시가 대중교통이 될수없는 이유.	0
16707	근데 너무 빨리 복귀하는거 아닌가 ㅎ	0
16708	그거부터 점검 해야할것 같다	0
16709	그만하고 내려온나마	0
16710	솔직히 성가신 국가맞지	0
16711	니가 그동안 억울하게 만든 국민은 몇명인지 아냐?	0
16712	한 공직자의 극과 극을 보고 있군	0
16713	스스로 요양병원 찾아오는 삶의 지혜!	0
16714	이슬람 싫어하면서 이런건 또 따라갈려고하네	0
16715	근데 불법체류가 심각하긴 하잖아ㅎ	0
16716	순실이가 오지말라고 했쪄	0
16717	터키는 원래 쿠데타 자주일어남 거의10년에 한번씩	0
16718	진정한 노력은 후회가 없다...	0
16719	한화구단 관련 인사는 기자 본인이냐?	0
16720	아이폰 좋은데 통화중 녹음 안돼서 그게 불편	0
