id	document	label
6573	우리 온마음 다해 응원해줘요 ㅠㅠㅠㅠㅠ	0
6574	이게 그 요즘 유행하는 파국이란건가ㅎㅎㅎ	0
6575	족욕도해보고 하지만 그대뿐이고 정말괴롭네요~	0
6576	배고파서 잘 수가 없네	0
6577	비참한현실이네요 ..	0
6578	으앙이 언니 운동 너무 빡쎄요 ㅠㅠ	0
6579	 만약에 재계약안해주면 어느 소속사에서 한번에 데려가지 않는이상 뿔뿔히 흩어지는거에요...	0
6580	네이버에 찾아보니 그게 가슴이 뭉치면서 그런거라고 ..	0
6581	또 새벽이라 우울하다	0
6582	고3인데 이번에 성적 엄청 떨어졌다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	0
6583	"우리, 다른사람들이랑 달라서 옆에서 아무리 뭐라해도 결국엔 만날 거 알잖아요."	0
6584	 고구마랑 닭가슴살 매일 먹어야하는데 구입할곳을 못찾겠어서요ㅠㅠ	0
6585	이렇게 행복한 날에도나는 당신 생각만 떠오르고 아픕니다	0
6586	 전 허벅지가 진짜 단단해서 스쿼트도 안 되거든요; ㅠㅠ	0
6587	정말 사랑했던 여자랑 몇일전 헤어진게고민...	0
6588	토익은 수업 듣기만 해도 됬는데 ㅠㅠ	0
6589	 궁금한게 너무 많아요ㅠㅠ	0
6590	그만두고싶은데전 그런말을 잘못헤ㅐ서요 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ	0
6591	"너무 안맞고, 여러가지 안좋은 모습에 실망도 하는데아직 그 사람이 너무 좋아서 헤어지지 못하고 있어요"	0
6592	여행가서 너가 좋은 남자 만나면 축복해 주는게 맞겠지?	0
6593	진짜 많이 좋아했고 해어질때도 많이울고 헤어진지 6개월이 지난후에도 못잊겟는데 왜 연락할 용기가 안나는걸까요	0
6594	이제 그만하렵니다..	0
6595	왜 . 돌아오지도않을꺼면서날 진심으로 사랑했다고해..	0
6596	프사 의미부여를 심하게 하는 저로선그녀가 그녀남자친구랑행복해하는 사진을 본다면전 엄청 괴로울거같아요	0
6597	슬프게도 대학교를 돌아가야할듯싶음..	0
6598	아.. 덕질 입장에서 맴찢이다ㅠ..	0
6599	 진짜 저도 바보같고 ㅠ 못낫다는거아는데....	0
6600	오늘따라 너무보고싶다.	0
6601	요즘 머하고 지내시나요 ?? ㅠㅠ	0
6602	이제갓 20살인데 얼굴나이때문에문제입니다..	0
6603	아파서 이것밖에안먹는데ㅜㅜ	0
6604	2주정도 짧게 만난 사람이 있는데 헤어진 지 일주일째네요	0
6605	제가 학생이구 군대에대한 지식이 별로없어서 ㅠㅠ	0
6606	저는 그흔한 잘지내라 좋은사람 만나라 이런말도 못듣고 미안하다는 말만 엄청 들었네요..ㅠ	0
6607	근데지금 속쓰림 ㅠㅠㅠ0	0
6608	그래서 당장 정지하라고 했데요 ㅠ.ㅠ휴대폰이 걸리면 어떻게 되나요?	0
6609	"저, 면회 못가나요?ㅠ"	0
6610	조언이나 경험같은거알려주세요제바류ㅠㅠㅜ	0
6611	그전까진 아무 느낌없었는데	0
6612	 미련이 너무 많아서요...	0
6613	 왜 서운한게 없을까요?	0
6614	헤어진지 3주 넘어가는데요..	0
6615	......................뭐죠 이기분은..여자친구랑도?정리하고 가요...	0
6616	 너무 보고싶어요..	0
6617	오빠 이후로 다른남자를 못 만나겠어	0
6618	아무리 원서를 넣어도 연락이 안오네요	0
6619	아오이등병때 헤어진 내 애인두고보자 ㅠㅠㅠㅠㅠ	0
6620	 또 연락해서 보고싶다고 말하면 호구겠죠..?	0
6621	하지만 저 학원 꼭 다니고 싶거든요 ㅜㅠ	0
6622	맘이 아픈데이제 그만 해야될꺼 같아요	0
6623	근데나는 아니라는게 참 서글프다.	0
6624	곧 곰신이 되는 데..ㅜㅠ	0
6625	판언니들은 안그래요?ㅠㅠㅠ	0
6626	전 갑자기 급 고민이생긴 상병곰신입니당ㅠㅠ	0
6627	알 생겨서 더두꺼워질까요?ㅠ	0
6628	살이 있는데로 뿔어가지고맘먹고 헬스 다니려고하는데..	0
6629	아니면 이거 말고 규격 편지봉투에 편지랑 같이 넣을?짝은거 추천 좀 해주세요ㅠㅠ	0
6630	하니까응 이라해서 제가 쫌삐진것처럼했는데내가서운한것도 모른다 야는....	0
6631	 그러고 그뒤로 연락이 안와요..	0
6632	나와살면서 몸이 안좋아지니정신건강도 안좋아지고ㅠㅠㅠ	0
6633	정말 저는 왜 이렇게 사는지 모르겠습니다.	0
6634	이제 대학들어왓는데용돈이 절실합니다.	0
6635	진짜 이번역사시간에는 졸지도않고 필기도열씸히 했는데 오히려 그냥 잤을때가 점수가 더 잘나온거 같아요ㅠㅠㅠ	0
6636	 그런이유로 싸우고 헤어졌다가 다시 붙잡았거든요	0
6637	 돌아가는 세상이 야속했어	0
6638	 퇴사하고 이직하는게 답일까요?	0
6639	 이후에 잘만나다가지금 헤어짐을 고하러 나갑니다.	0
6640	나 참 청승맞지.	0
6641	 시간아 어서가	0
6642	난 헤어지고나서 지금까지매달리는데..	0
6643	난 정말 아닌데 상대방배려한다고 만나는것도 더이상 못할짓이더라구요.	0
6644	 얼굴을 생각해보고 다생각해보면 그사람이 잘난게 없었다 싶고 이런 마음 뭔가요	0
6645	말만 하면 분위기가 그냥 숙연해짐 ㅠㅠ	0
6646	솔직히 한달도 안사귀고 2년 기달려달라는건 제욕심 채우려는거같고ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	0
6647	물론 그전에 채용된다면 좋겠지만요...	0
6648	다이어트전에는 165에 58kg이었어요	0
6649	머리로는 무조건 헤어져야하는데 (바람같은 최악은 아님)마음이 그러질 못하고 있습니다..	0
6650	21주된 첫 아가를 자궁경부무력증으로 하늘나라에 보냈습니다...	0
6651	그리고 이시간외엔 계속 공부하느라운동을 마니할순없으요ㅠㅠ	0
6652	 나도 이제 마음 접어야겠다.	0
6653	싸보이는거 아닐까요 ㅜㅜ?	0
6654	나중에 다시연락한다면서 별다른 이유없이 차엿어요	0
6655	다들 처음에 힘드신데도 참고 하셨나요?	0
6656	43석인데 손님 10석이상 안차요.	0
6657	제가 이제 곧 군대를 가는데요	0
6658	빚 한달에 22만원 나와요.	0
6659	 게임도 재미없구.............	0
6660	이런경우 마음이 떠난건가요..?	0
6661	몇달전에 산후검사하여 자궁경부암 검사는 정상이라 나왔는데..	0
6662	 게속 울어요ㅠ ㅠ	0
6663	6년만남후 이별후 환승한 여자친구 친구는 아니였지만지인인 남자한테 환승했구요	0
6664	 제가 그렇게 잘못한 걸까요.	0
6665	 오늘도 연락한통없네요	0
6666	원픽 많대매ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	0
6667	"바지를 27입었는데,약 복용 후 29가 되버렸어요..."	0
6668	헤어지고 마음이 깨지는 느낌이지만..	0
6669	 물론 그 사람이 애인있으면 망상끝이지만 ㅠㅠ	0
6670	 너무너무 울고싶습니다..	0
6671	제가 진짜 자존감이 낮은데 살이라도 좀 빼면 올라가지 않을까해서 빼고 있어요	0
6672	이제 확신이 생겼니더이상 기대하면 안되는거니	0
6673	여자분들은 어떤 마음으로 남자친구랑 헤어지시나요..	0
6674	몸에 노예근성이 배긴건지..	0
6675	아마 내일도 야근히히	0
6676	살 뜨겁다고 투정부리는 너한테 고등학생인 나는 썬크림 밖에 보내줄수 없을 뿐ㅠㅠ	0
6677	 어디찡찡대지도몬하고 ㅠㅠ	0
6678	마음식은여자 돌리는법없나요..	0
6679	지금 저 생각은 하긴 할까요???ㅠㅠ	0
6680	전 여친이 생각이 계속 나고 저를 이제사랑하지않는데요	0
6681	나는 피눈물 흘렸을 뿐이고....	0
6682	이러다 정신병 오겠다 싶기도 하고	0
6683	제생각같은건 나지도않겠죠	0
6684	헤어진 경황은 먼저 이별을 통보받고 합의하에 헤어졌습니다.	0
6685	 여기가 촌이라서 6명밖에 없어요;;	0
6686	제 친언니도 자연분만으로 애기셋낳고요즘 아프다난리예요ㅜ	0
6687	여자친구는 저에게 별로 관심 없는건지ㅋㅋㅋㅋㅋㅋㅋ	0
6688	 안그러면 신입으로 다시 입사해야되는 건가요?	0
6689	헤어지고나서 네차가운 행동을보면사랑했을때 행동들이 거짓말같이 느껴지네	0
6690	헤어진 지 2개월인데요	0
6691	 금요일날 남자친구가 논산 훈련소로 들어갔는데요	0
6692	전 분명 여친이 없는데 말입니다...	0
6693	헤어지면 슬픈노래들으면 더 눈물나옴	0
6694	제가 사실 학교다닐 때 공부도 열심히 안했고 지금까지도 할 줄 아는게 사실없어요.	0
6695	계속 사귀면 밑바닥이 보일 게 훤해서 서로 합의하에 헤어졌어요.	0
6696	헤어진지 2일정도 됐어요	0
6697	너랑 사귄 크리스마스가 다가 오고 있네..	0
6698	싸우기도 많이 싸우고 헤어짐도 많았던 연애였다.	0
6699	혼전임신을하였는데 부모님께어떻게말씀을드려야할지모르겠어요	0
6700	얼마나 위험한 나라인지 알아두려고 차근차근읽고있었는데...ㅠㅠ	0
6701	내일 아침이 오는 게두렵고 자는 시간이 아무 근심 없어서 가장 좋고..	0
6702	그냥 편의점이라 생각했는뎅 로또가 있더라구요... ㅠㅠ	0
6703	 일단돈은채워야 되서 엄마께말하고 돈을채웟죠..	0
6704	일한지는 한달정도됫구요..ㅠㅠ	0
6705	왜이렇게 마음이아픈건가요 ㅠㅠ	0
6706	진짜 이별의 슬픔이 이렇게 아플줄몰랏습니다..	0
6707	매일같이 눈물이 나오는데 어떡하나요ㅠㅠ	0
6708	어느새 곰신 1년차에 접어들었네요.	0
6709	난 많이좋아하는데....	0
6710	그러면서도 한편으론 내 자신이 참 초라해보이더라...	0
6711	 아니면 제가 잊어야 하는건가요	0
6712	 저처럼 거리가먼 직장다니는분들있나요..	0
6713	 술한잔 먹다가 서운한거 말하다 싸움으로번져 헤어졌는데 거의 차인거나다름없구요	0
6714	"운동은열심히하는데운동만으로는다이어트가불가능한거잖아요,,,,식이조절하는데,,ㅠ_ㅠ"	0
6715	정말 쓰레기 같은 저 죄송합니다.	0
6716	별 얘기는 안했는데마음 뒤숭숭하네요 ㅠㅠ	0
6717	소집해제는 24살 2월이라 1년8개월정도남았습니다.....	0
6718	 다시만나면 안됬던거야	0
6719	저는 너무 오래해서 엄마한테 맨날 혼나요	0
6720	자신감이 자꾸 떨어져요...슬퍼요 정말..	0
6721	"LG는 차우찬 데려가는거야, 마는거야?"	1
6722	신체 이형증 환자인데 수술해주면 안되지.	1
6723	영국...이제 끝이 보이는군	1
6724	과학은 있는 것을 설명할 뿐.	1
6725	하나님께서 창조하셨다	1
6726	토이스토리 나오는 감자인형 부인 닮음	1
6727	이민준비들 분주하군	1
6728	저거 한국 좌빨들이나 하는짓을 하네	1
6729	대만과 한국과 체질이 틀리구만	1
6730	그래도 결국 김진욱위원이 감독하실듯	1
6731	며느리한테 그대로 당할 듯 ㅋㅋㅋㅋㅋ	1
6732	"건강이 최곱니다,보일러는 트는걸로 해요~^^"	1
6733	나중에 생각 하면 후해됨 시간! 등	1
6734	재들은 대신 연봉 마니받잔아	1
6735	솔저 오브 포츈이 생각난다.	1
6736	중국은 미국의 입장에선 김정은같은 존재인가봐	1
6737	모태솔로라면 조금은 이해해줄게	1
6738	미키마우스회사에 취직해라.	1
6739	수익은 서울시를위해 쓰이는 건가요?	1
6740	무서우면서 아름답다.	1
6741	정치인이라면 비판적인 문자도 받을 줄도 알아야 한다	1
6742	이제 등산복은 양복과 사복을 겸함니다.	1
6743	최소한 군인월급 인상률이 한국GDP 성장률보다 뒤쳐지면 안된다	1
6744	이미 200만은 진작에 넘었겠지 헥터도 타팀이 접견할때 200만 넘게불렀었다는데 축소 발표..	1
6745	10센치로 잘라서 900개로 만들어야되겠다	1
6746	"그녀석이랑, 그전녀석이 있어야 와전체 무도인거 같다"	1
6747	대국이 아니라 벤댕이 소갈딱지 같은디	1
6748	안치홍이가 8번이네 ㅋㅋ	1
6749	캐릭 대체자 못구하면 진짜 이 연승가도도 위태롭지... 맨유는 미래를 준비해야된다	1
6750	의왕 아침9시 비표시 있던데	1
6751	이런애가 대한민국 군인이라니 부끄럽다	1
6752	경찰은 법질서를 따라야 한다! 불법폭력진압으로 국민을 때려 잡지말고 집회가 평화롭고 안전하게 마칠수 있도록 최선을 다 해야 한다!	1
6753	세수 확보 세수 확보	1
6754	"만덕산에서 닥이나 키면 딱,! 좋을듯"	1
6755	오늘 동네 매장 갔었는데 59요금제 6개월 유지하면 기기값 53만원에 맞춰준다고 하던더 괜찮은건가요?	1
6756	아무것도 없는 게임들.	1
6757	먹는거에 장난치면 못쓰제..	1
6758	점 세개가 역삼각형으로 있으면사람의 얼굴로 인식한다. 페러돌리아현상	1
6759	주연은 오타니. 제작배급 니혼햄. 극본은 누구요?	1
6760	간단하네 핵무장 ㄱㄱ	1
6761	울 나옹이 기럭지~~~~	1
6762	우리때는 여자들이 남자가 말하면 ㆍ예예 하고 찍소리도 못했는데 세상 좋아졌다~	1
6763	둘다 벗겨봐!!	1
6764	덴마크 한국 언론 도덕성 쓰레기라 믿을수 없다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
6765	암행어사 출두야~~~	1
6766	유행다가고 물식으니 이제서??북한이냐 ㅋㅋ	1
6767	가능하기도 하지. 약정 5년하면 그 수익 및 앱에서도 수익창출. 기기 꽁짜로 줘도 수익성 클것 같은데.	1
6768	떨어지면 액정 걍 깨진다	1
6769	미국과 일본과 유럽인들은 아이폰을 씁니다	1
6770	돼지색끼부터 처단하고 따지자....	1
6771	미국을 망가트리려 온 것 같다는 생각이 드네..	1
6772	거기다 반가까지 나서니 뭐 ‥	1
6773	트럼프1년도안되서 탄핵되게생겼네 우리나라도 이렇게 일찍움직였으면 얼마나 좋았을까...	1
6774	가오갤 멤버도 나오는구나	1
6775	국내잔류가 나을듯함	1
6776	유투브에서 트럼프 911테러 인터뷰도 검색해 보심을 추천. 미치고 무서운 세상이에요.	1
6777	"둘다 대화장애인같음, 도대체가 말하는 맥락이 깔끔하지가않음-.-"	1
6778	삼성직원들많네 ㅋㅋㅋ	1
6779	그래도 이봉원이 최홍림 보다 훨씬 났다...	1
6780	장외종목 엠제이비 토론실난리다	1
6781	어렸을때 본 만화중에서 로켓단하고 고길동은 진짜 재평가해야된다	1
6782	모든 권력은 국민으로 부터 나온다.	1
6783	그니까 살만큼 살았으면 좀 죽으면 되겠네 생산인구 낳은 사람들 아니면	1
6784	게임문화 다 죽이신 분을 문체부 장관 ㅋㅋㅋ	1
6785	소니 신나하것네...	1
6786	회사측에서도 1조넘게 벌엇으니 인기가 수그라들어도 상관없지ㅎㅎ	1
6787	여장하면 완벽하게 이쁜 소녀같음.ㅋ	1
6788	인간적으로 배알꼴리긴하겟지 ㅋ 그래도 하정우 푸시 많이해줬을껀데 머리컸다고 딴맘퓸고 나간다니 ㅋㅋ	1
6789	미래에 석유 가스 같은 지하자원 에너지가 고갈될때쯤 .. 세계는 다시 한번 세계대전을 겪을 것이다	1
6790	다보스? 저 딴거 세금 낭비지 기레기 세키들 ㅋㅋ	1
6791	인천공항에 1인호텔을 지으려는 모양이네	1
6792	어차피 아이폰망햬서 어떻게하든 삼성이이득	1
6793	은퇴하고 야메 아지메들 불러모아서 야메뷰티샵하면 대박칠듯	1
6794	이미 늦은 감이 있는 듯~~~	1
6795	이때가 저렇게까지 해서라도 갈만한 클라스 인가 ㅋㅋ	1
6796	흠 물은 물이요 산은 산이로다...	1
6797	권불십년.. 10년 후엔 또 무엇이?	1
6798	설현 의문의1승	1
6799	이거 시선분산용임?	1
6800	빠순이들이 국내활동좀 하라고 OOOOOO하니깐 에라 모르겠다 막앨범이나 내고 빨대좀빨고 다시 해외가야지 하는 컨셉인듯	1
6801	롤모델은 좀더 크게 잡아도된다	1
6802	조인성 싫어하는 사람도 있나.... 관심없는 사람은 있어도 싫어할만한 이유는 없을듯	1
6803	부산 중고차 시장에 한동안 외제차 많이 풀리겠네	1
6804	올망똘망으로 하지	1
6805	비밀 장치로 알파고 컨닝하면 세계최고수 되는 거임? 돈 좀 만지겠는데	1
6806	만남 하실 오빠들만 카톡 c888 추가요	1
6807	이런기사 나오면 경찰의 부실수사가 아니냐는 비난을 면하기가 어렵다고 봐야지..	1
6808	병원장이 문젠데 꼬리를 자르네....	1
6809	거기에 LB 블린트.	1
6810	아니긴 뭐가 아니라 구린냄새 풍기지말고 공개해라(우병우씨가 다들고 가서 없습니다) 이렇게 대답해라..ㅎㅎㅎ	1
6811	미국똥개들이랑 많이 다르네 ㅋㅋ	1
6812	여어어름 뒤 겨울입니다.	1
6813	우병우도 빨리 구속하기를~~	1
6814	시험 간소화시켰을때 면허 딴사람들 다 다시 따게해야함. 기초부터 잘 배워놓으면 가스페달이랑 브레이크 헷갈리는일은 없음	1
6815	조선의 4번타자. !	1
6816	넥센에서 그렇게 굴려봐서 운영능력이 넘싸벽 ㅋㅋ	1
6817	내가 세배돈 주마..	1
6818	재미 없는 축구를 하는데..이기지도 못하면정말 쓸모가 없는거지..	1
6819	세호 호강했지 뭐..ㅋ	1
6820	베젤 줄여서 득될거 1도 없음	1
6821	배운것들은 폰팔이 안하던데?	1
6822	팬클럽섭외했나	1
6823	고기를 많이먹는거랑 지방을 많이 먹는거랑 다른데 ..;;	1
6824	순천 춘천에 이어 성주까지. 대한민국 보수의 정기가 흐르는 땅 ㅋ	1
6825	동생 잘못만나서 이미지 깎이네	1
6826	저 사진은 다시봐도 수상하네~;;; 달에서 국기가 어떻게 저렇게 있음???;;	1
6827	스마트폰은 예전처럼 플라스틱 바디가 나은거 같기도 하네	1
6828	자체테스트 합격제품만 공고후 판매하세요 40만원에 온라인으로 판매해도 품절됩니다	1
6829	ㅋㅋㅋ오디오좋아서 어따쓸려고 램이랑 배터리용량이나좀늘리지	1
6830	드론자체가 워낙 활용범위도 넓고 부가가치도 있어서 규제푸는건 이해가 되는데 그에 걸맞은 규제가 생길지..	1
6831	온라인 청원운동은 한국이 더 필요하다...	1
6832	촛불들고 나가지 그래	1
6833	애초에 단통법을 폐지하면 지원금 많이준다고 조사할 필요가 없잖아.	1
6834	적극적으로 찬성합니다	1
6835	인류에게 슬슬 노예의 삶이 시작되는구만...	1
6836	범쥐 타이틀 따는건가요?	1
6837	응 그래 테라나 해야지	1
6838	나도안다 그건...	1
6839	불후의명곡 우승자가 바통터치하네 계속	1
6840	십팔세이상 담배 술은????	1
6841	전에 이동욱이 김고은을 바라보며 아홉수라서 19살 29살에 죽음이 찾아온다고 속으로 말한게 기억남. 아마도 남은 회차에선 그 부분을 다룰듯	1
6842	기각같은 소리 하고 있네...인용 판결로 끝날꺼다..	1
6843	일본이 핵무장 한다면 짱께는 숨쉬기조차 힘들텐데	1
6844	압력밥솥이 안좋다고는 하더라..ㅜㅜ	1
6845	촛불의 황홀한 불빛에 야당인사들 막 달려드는구먼..그러다 촛불에 타죽는다..	1
6846	애니메이션 업계도 관리감독 해라. 거기는 게임보다 더 열악하구만ㅉㅉ	1
6847	난 원피스고 나왔으면 그러면 속초간다 연차내고	1
6848	좋아서 산다고 생각함? 싸니까 사는거지..	1
6849	적어도 안전과 관련된 것은 원칙대로...	1
6850	아이언맨보다 메트릭스 느낌인데.	1
6851	자기는 연예계에서 퇴출된다해도 엄정화씨는 눈치보여서 연예계에 계속 몸담고 있을수있을까?걱정되네요	1
6852	근데 인구도 많은데 왜 저렇게 축구는 유독못하냐 뭐가 문제인거지???	1
6853	그냥 고등학교 물리 지구과학 배껴놓은 기사네요. 이걸 보고 또 문과분들은 전문 식견 없이 기사 써주셔서 감사하다네요.	1
6854	한두달 있다가 단점 보완하면 사야	1
6855	한국인은 태어날때부터 피해의식이 유전자에 많아서 갑질로 보상받으려고한다	1
6856	박주영이 대표팀복귀 해야 한다	1
6857	비정규직으로 3500 양산!!	1
6858	우리 틀딱이들은 무기아니면 과학에 관심이 없지 ㅋㅋㅋ	1
6859	장난스런 키스가 뭐임	1
6860	우리 시어머니평범한 50댄데 자꾸 이런글 퍼다날림...	1
6861	이데일리는 헤드라인에 쓴 건국이 언제라고 생각하세요?	1
6862	어쨋든 삼성한텐 미안하지만 내 노트5 수명 연장시켜줘서 고맙다ㅋㅋㅋ	1
6863	장난전화라도 출동이 우선이다	1
6864	궁금해서 그런데요이정현의원은 장 언제 지지신데요?	1
6865	아놔... 월드시리즈 시즌이라 클리블랜드 인디언스 기사인줄 알고 들어왔는데 ㅡㅡ	1
6866	설현 기획사에서 넘 밀어주는듯..	1
6867	혹시 인어공주하고 충돌 한거 아닌가요???	1
6868	우리나라불법체류자들 쫓아내면 3d직종 망함	1
6869	그럼 안민석이 거짓말 한거??	1
6870	미국 아직 9월 10일인데요	1
6871	살처분만이 대책인지 궁금함	1
6872	1호가 네파탁 이구나	1
6873	"200백원이 모자르니, 그 가격이지.."	1
6874	한국들어오는거에 그렇게 절실해 보이지도 않던데ㅋ	1
6875	이로서 드디어 연정훈이 오랜 왕좌를 물려 주겠구만.	1
6876	연합아 폭발하는 휴대폰도 있단다	1
6877	반지 끼고 뽑아야 뽑힌다	1
6878	윗물이 맑아야~아예 썩었으니~~	1
6879	주 후반까지 춥고 구 신라지역 북부는 눈이 오고 쌓여있다는 것이로군~	1
6880	잔소리가 많다는건 걱정이 많다는거니	1
6881	대구도 공수부대풀어서 한1000명죽어봐야정신차리지 싶다	1
6882	뭐 슈퍼맨으로 대상 빼곤 상 받을짓 없었지...	1
6883	엠사는그냥 인기상이라고 이름바꾸길	1
6884	미군수요어쩌죠?	1
6885	그냥 방통위 없애고 지금까지 해져먹던 양반들 다 구속시켜라	1
6886	저런 소식 보도할거라고 예상함.	1
6887	이제 IS는 듣보잡이라는 건가...	1
6888	점점 더 높아지고 있는데요	1
6889	국책연구원들외국 출장갈때 부인들도 같이 가던데요	1
6890	개인 정보 유출은 예전부터 쉽게 있었자나	1
6891	누가 찬성했는지 실명이나 보여라	1
6892	배현진아나 볼때마다 노조미마유 생각나네요	1
6893	급발진하는 흉기차보단 괜찮네 ㅋㅋㅋㅋㅋㅋ	1
6894	북한 비판을 쓰기위해 나라를 북한으로 만드네.	1
6895	아이스 판다는게 마약인지 몰랐던 1인	1
6896	토트넘 올해는 좀 넘자	1
6897	최고참 나이가 오재원 김재호 31살이니까 최소 8년간은 우승 할 듯	1
6898	절대잘못된선택이아님	1
6899	괜히 빛의 마술사라는 소리 듣는게 아닌듯 ㅋㅋㅋㅋ	1
6900	지금 이 순간에도 근혜한테 세금 털리는중	1
6901	편의점 가격은 1250원	1
6902	털이 푸석푸석하네 나인못속임	1
6903	네ㅡ엣날 크레이지아케이드 아뒤 오사마빈오뎅 이엇음	1
6904	"몸에 수술한 자국있는 사람은 우주에 못간다는 설이 있던데, 이유인즉 압때문에 수술한곳이 터진다고 들었는데 진짜인가요?"	1
6905	배신감을 느낀다	1
6906	이전에 kt에 캐치캐치랑 비슷한건가	1
6907	어떤 정치인과 관련되어 있는지 조사해보면 나옴	1
6908	경찰청장도 기가막힐정도인데미국 닉슨을 상기해봐라	1
6909	네안데르탈인이 흑인조상이라던데	1
6910	난 토니안엄마 웃는게 참좋더라ㅎㅎㅎㅎ	1
6911	난 종교없는데 유느님은 믿는다	1
6912	원자력발전소를 대체할 미래의 핵융합발전소	1
6913	다들 인격이 있는데 싸욕은 그만들 하시고헌재결정을 지켜봅시다	1
6914	세뱃돈 달라고 우리 남편 쫓아다니면서 절 해대는 지인 아들 ㅋ	1
6915	요즘도 KBS뉴스 하나?	1
6916	민주주의를 모르는 것과는 대화할 가치가 없음	1
6917	폰은 스마트폰 이기만 하면 된다	1
6918	그럼 KBO수준은 어느 정도인건가???	1
6919	아이유가 나오면 드라마는 망친다는 속설도 계속 된다는 이른바 아이유의 저주이다.	1
6920	기대하겠습니다.	1
6921	일본알은 흰색이던데...?	1
6922	저거 100% 바뀐다에 아무것도 안건다	1
6923	지금 밤인데??? 눈??? 안보임	1
6924	솔직히 세이버 좀만 볼줄알아도 필은 내보내라할껄	1
6925	세계 3차대전이 일어나겠네	1
6926	시대의 개그맨 탄생인가	1
6927	저 교수 월급 전액 삭감하면 전남대 학생 5명에게 장학금을 줄 수 있다.	1
6928	시위하기 좋은 날씨	1
6929	저소득층의 무지로 나온 결과가 브렉시트다. 지금 딱 보면 더민주애들 삘 나오지? 똑같음.	1
6930	터질 때까지는 터진 게 아니다.	1
6931	18세면 선동해서 이용해 먹기 좋을때죠 ㅋㅋ	1
6932	에스 후진도 적용해라~~~	1
6933	맘좀 독하게 먹고... 까짓꺼 사는거 뭐 별거 있냐.. 하고 해봐요.. 손해볼거 없잖어..	1
6934	그저께 오늘 비온다며	1
6935	여자의 부모님은 어떤 마음일까??	1
6936	스타끼리 무대 서고 돈도 많이 벌 텐데 기부 하는게 당연하지	1
6937	둘중에 고르라시면 조진웅이죠...	1
6938	허수아비 납치해서 머하게??	1
6939	아가씨 조진웅 하정우 마지막 장면 생각나네요~	1
6940	우리나라 총기규제 안하면 재벌들 절반이상 죽을듯 ㅎㅎㅎ	1
6941	대형차는 승용차처럼 민첩하지못합니다. 저런상황을 피하기가 쉽지않다는거고 한번중심을잃으면 감당불가죠	1
6942	상수할배 부럽긴하다	1
6943	이 스쿼드를 퍼거슨한테 주면 후덜덜 할거 같은대	1
6944	이거 찌라시 같은데?	1
6945	여기 쿵쾅이들 왜케많음 ㅎ	1
6946	어차피 중국거 살거야 ㅋ	1
6947	임창용이 오재원한테 한짓은 김성근이 투수들한테 한짓에 비교하면 아주 양반이다.	1
6948	살기힌들다던 헬조선 에서 어떻게 이런일이 ㅋㅋㅋ 다들 누릴거 다누리면서 정부만 욕해	1
6949	맨시티 아스날 리버풀 첼시 top4예약이요!!!	1
6950	콩가루 집안이냐?	1
6951	"언프리티 랍스타4 출연예정 : 제이니, 전지윤"	1
6952	"잠깐,마트가서 아껴사도 십만원이다"	1
6953	차좀 막혀도된다 ...!!!!!	1
6954	평등-결과의평등-을 자유보다 우위에 놓은사회는결국 평등도 자유도 얻지못할것이다. -밀턴프리드먼 1980년-	1
6955	송지효 진짜 로또해도 1등 대박일듯	1
6956	집회출석 앱 깔아주세요~	1
6957	엠비씨문화방송은 원래 부산시소유였는데 박정희가 뺏어감....	1
6958	태극기도 국민의 민심입니다	1
6959	문제만 없으면 일억대는그냥팔듯	1
6960	꾹 참고 물드세요 물	1
6961	연구 더 하고 세금 메겨라	1
6962	거짓말 탐지기도 써야합니다	1
6963	1번표찍어주는선심성제도라카든데	1
6964	제일 효율좋은 운동은 상체는 턱걸이 허리는 플랭크 하체는 스쿼트	1
6965	"컨텐츠는 개발해야하지만, 임금은 늘릴 수 없다."	1
6966	3000천대쯤? ?	1
6967	"차대차 사고는 조금 줄겠지만, 보행자 사고는 늘어날 듯ㅎㅎ"	1
6968	알바하고 있냐???	1
6969	김장수 대쪽 장관인줄 알았는데.. 진실을 알면 밝히시길...	1
6970	노안이네 30후반인줄	1
6971	예체능 재밌고 건전하고 유익한데 이런걸 평일 예능에 안하면 언제 하려고 폐지하는지 모르겠음	1
6972	가중처벌까지 내려주시길 박영수 특검팀을 역사에 꼭 영웅으로 이름 남기길 바랍니다.	1
6973	중국애들 잘하는거 우리도하면 되잖아 업체하나 인수해가 단물쪽 빨아서 되팔면 아주 간단해요	1
6974	땀은 감정의 연결이지	1
6975	스님 아미타불 마하반야	1
6976	눈치게임 해야대지 않것냐	1
6977	중국이 무섭게 성장하는 데는 저런 올곧은 인물도 있는 거겠죠.	1
6978	이거 뭐 정치에 무슨 일 있나보네 ㅋㅋㅋ	1
6979	박근혜씨도 후회하고 있겠죠?	1
6980	터키 국민들은 쿠데타를막을게 아니라 동참을했어야했다.터키 대통령짓하는거보니 후세인이따로없구만~~~!!	1
